t_index,term,df
1691,centuri,28
1692,ceo,1
1693,ceremoni,52
1694,cerf,9
1695,cerna,3
1696,certain,36
1697,certainli,56
1698,certainti,4
1699,certif,3
1700,certifi,3
1701,cesar,2
1702,cessat,1
1703,cessna,7
1704,cetera,1
1705,cetinj,1
1706,cha,1
1707,chad,1
1708,chadwick,2
1709,chafe,3
1710,chagrin,1
1711,chain,10
1712,chair,17
1713,chairman,55
1714,chairmen,3
1715,chalk,2
1716,challeng,84
1717,chamber,16
1718,chamberlain,2
1719,chameleon,1
1720,champ,9
1721,champion,55
1722,championship,7
1723,chanc,99
1724,chancellor,5
1725,chanda,3
1726,chandeli,2
1727,chandler,6
1728,chandrika,1
1729,chang,144
1730,changeov,9
1731,channel,18
1732,chant,31
1733,chao,36
1734,chaotic,7
1735,chap,2
1736,chapel,4
1737,chaplain,7
1738,chaplin,1
1739,chappaqua,11
1740,chapter,7
1741,char,3
1742,charact,13
1743,character,7
1744,characterist,5
1745,charad,1
1746,charg,193
1747,charisma,2
1748,charit,5
1749,chariti,5
1750,charl,24
1751,charleston,2
1752,charlestown,1
1753,charli,2
1754,charlott,2
1755,chart,2
1756,charter,7
1757,chase,22
1758,chasm,2
1759,chat,5
1760,chattanooga,1
1761,chatti,1
1762,chau,1
1763,chauffeur,1
1764,chavez,4
1765,cheap,1
1766,cheat,11
1767,chebeck,8
1768,chechnya,8
1769,check,40
1770,checker,1
1771,checkpoint,2
1772,checkup,3
1773,cheek,1
1774,cheer,34
1775,cheerlead,2
1776,chees,1
1777,chef,2
1778,chela,4
1779,chell,1
1780,chelsea,17
1781,chemic,7
1782,chemistri,3
1783,chemotherapi,1
1784,cheney,31
1785,cheri,12
1786,cherish,2
1787,chernomyrdin,2
1788,cheroke,3
1789,cheron,3
1790,cherri,2
1791,chesapeak,1
1792,chest,8
1793,chetna,1
1794,chetsov,1
1795,chew,1
1796,chi,25
1797,chic,1
1798,chicago,6
1799,chicken,2
1800,chide,1
1801,chief,197
1802,chiefli,3
1803,child,47
1804,childhood,4
1805,children,69
1806,chile,8
1807,chill,15
1808,chilli,5
1809,chillicoth,1
1810,china,31
1811,chines,11
1812,chinfo,4
1813,ching,1
1814,chink,1
1815,chino,1
1816,chip,8
1817,chirac,6
1818,chisel,1
1819,chizhov,1
1820,chizov,1
1821,chladkova,3
1822,chlorin,4
1823,chocol,1
1824,choi,1
1825,choic,41
1826,chok,1
1827,choke,7
1828,cholera,1
1829,chomp,1
1830,chon,1
1831,choos,18
1832,chopper,1
1833,chopstick,1
1834,choreograph,1
1835,chorichech,1
1836,choru,1
1837,chose,13
1838,chosen,14
1839,chouchescu,1
1840,chow,1
1841,chri,34
1842,chrisdorton,1
1843,christen,3
1844,christi,4
1845,christian,27
1846,christianchildrensfund,1
1847,christina,3
1848,christma,62
1849,christoph,17
1850,chronic,2
1851,chronicl,2
1852,chrysanthemum,1
1853,chu,1
1854,chubbi,2
1855,chuck,9
1856,chuckl,2
1857,chudakova,3
1858,chunk,4
1859,church,43
1860,churchvil,1
1861,churchworldservic,1
1862,churn,1
1863,cia,24
1864,cienfuego,1
1865,cigarett,2
1866,cinder,1
1867,cinderblock,3
1868,cinema,2
1869,cio,2
1870,circl,19
1871,circu,3
1872,circuit,8
1873,circul,8
1874,circumst,32
1875,circumstanti,2
1876,circumv,3
1877,cisnero,7
1878,ciss,1
1879,citadel,1
1880,citat,2
1881,cite,38
1882,citi,218
1883,citizen,73
1884,citizenri,2
1885,citizenship,10
1886,citywid,1
1887,civic,4
1888,civil,61
1889,civilian,52
1890,clad,3
1891,claiborn,1
1892,claim,129
1893,clair,6
1894,clamber,5
1895,clamor,3
1896,clandestin,3
1897,clap,1
1898,clarenc,1
1899,clarifi,3
1900,clariti,1
1901,clark,41
1902,clarkston,1
1903,clash,54
1904,clasp,1
1905,class,47
1906,classic,7
1907,classifi,38
1908,classmat,2
1909,classroom,2
1910,clavet,1
1911,claw,6
1912,clay,4
1913,clean,24
1914,cleanli,1
1915,cleans,6
1916,clear,187
1917,clearanc,5
1918,clearer,4
1919,clearest,1
1920,clearli,56
1921,cleavag,1
1922,cleaver,1
1923,clemenc,31
1924,clement,24
1925,clergi,2
1926,cleric,3
1927,clerk,6
1928,cleveland,1
1929,clever,4
1930,cleverli,1
1931,click,2
1932,client,9
1933,cliff,1
1934,clifford,2
1935,clijster,11
1936,climact,1
1937,climat,4
1938,climax,4
1939,climb,22
1940,clime,1
1941,clinch,2
1942,cling,8
1943,clinic,8
1944,clink,1
1945,clinton,271
1946,clintonesqu,1
1947,clintonit,1
1948,clip,2
1949,clister,1
1950,cloak,1
1951,clock,12
1952,clod,1
1953,clodfelt,4
1954,clog,1
1955,cloister,1
1956,cloner,1
1957,closabl,1
1958,close,259
1959,closemouth,1
1960,closer,29
1961,closest,32
1962,closet,1
1963,closeup,1
1964,closhg,1
1965,closur,7
1966,cloth,44
1967,cloud,22
1968,cloudless,1
1969,clout,4
1970,clown,1
1971,clton,1
1972,club,15
1973,clue,27
1974,clump,1
1975,clumsi,1
1976,clung,2
1977,cluster,4
1978,clutch,4
1979,clyde,1
1980,cmc,1
1981,cmdr,35
1982,cnn,49
1983,coach,15
1984,coachlight,8
1985,coal,32
1986,coalit,35
1987,coalmin,1
1988,coast,106
1989,coastal,10
1990,coaster,1
1991,coastlin,9
1992,coat,9
1993,coax,3
1994,cobar,1
1995,coburn,4
1996,coca,2
1997,cocain,8
1998,cochran,4
1999,cochranvil,1
2000,cock,6
2001,cocker,1
2002,cocktail,3
2003,coco,2
2004,cocoa,14
2005,cocodi,3
2006,code,7
2007,codi,5
2008,coercion,1
2009,coetzer,16
2010,coey,1
2011,coffe,26
2012,coffer,2
2013,coffield,1
2014,coffin,14
2015,cognac,1
2016,cohen,56
2017,coher,1
2018,cohes,3
2019,cohort,1
2020,coil,2
2021,coin,3
2022,coincid,6
2023,coincident,1
2024,coker,1
2025,coki,2
2026,col,18
2027,cold,45
2028,cole,290
2029,coleman,1
2030,coler,7
2031,colin,7
2032,colina,23
2033,collabor,3
2034,collag,1
2035,collaps,86
2036,collar,1
2037,collat,2
2038,colleagu,23
2039,collect,32
2040,collector,5
2041,colleg,35
2042,coller,4
2043,collid,7
2044,collin,2
2045,collis,20
2046,collus,1
2047,colo,9
2048,colobora,1
2049,colombia,10
2050,colombian,3
2051,colon,4
2052,coloni,20
2053,colonna,1
2054,color,16
2055,colorado,24
2056,columbia,15
2057,columbin,1
2058,column,7
2059,columnist,1
2060,com,35
2061,comasagua,5
2062,comb,10
2063,combat,22
2064,combin,20
2065,combrat,1
2066,come,265
2067,comeback,17
2068,comedian,1
2069,comen,1
2070,comfort,25
2071,comic,1
2072,command,127
2073,commando,5
2074,commemor,7
2075,commenc,1
2076,commend,3
2077,comment,82
2078,commentari,5
2079,commerc,11
2080,commerci,38
2081,comminut,1
2082,commiss,94
2083,commissari,2
2084,commission,15
2085,commit,89
2086,committe,80
2087,commod,11
2088,common,39
2089,commonli,5
2090,commot,1
2091,commun,113
2092,communiqu,5
2093,communist,65
2094,commut,20
2095,compact,1
2096,compani,76
2097,companion,4
2098,companionship,4
2099,compar,31
2100,comparison,9
2101,compart,38
2102,compass,5
2103,compassion,3
2104,compel,10
2105,compens,3
2106,compensatori,1
2107,compet,16
2108,competit,22
2109,competitor,2
2110,compil,4
2111,complac,4
2112,complain,40
2113,complaint,21
2114,complement,2
2115,complet,104
2116,complex,41
2117,compli,5
2118,complianc,2
2119,complic,31
2120,compliment,5
2121,compon,2
2122,compos,1
2123,composit,4
2124,composur,5
2125,compound,30
2126,comprehend,1
2127,comprehens,5
2128,compress,1
2129,compris,3
2130,compromis,16
2131,compuls,1
2132,comput,22
2133,comrad,7
2134,con,4
2135,conceal,10
2136,conced,49
2137,conceiv,9
2138,concentr,20
2139,concept,7
2140,concern,105
2141,concernusa,1
2142,concert,8
2143,concess,16
2144,conchita,3
2145,concili,2
2146,conciliatori,3
2147,conclud,47
2148,conclus,31
2149,concret,38
2150,concur,1
2151,concuss,1
2152,condemn,24
2153,condit,138
2154,condition,1
2155,condol,15
2156,condoleezza,1
2157,condon,2
2158,conduct,51
2159,conduit,1
2160,confer,68
2161,confess,10
2162,confetti,8
2163,confid,61
2164,confidenti,1
2165,configur,1
2166,confin,6
2167,confirm,117
2168,confisc,1
2169,conflict,46
2170,conform,1
2171,confound,2
2172,confront,39
2173,confus,22
2174,cong,1
2175,congeni,1
2176,congest,5
2177,congo,2
2178,congratul,29
2179,congreg,1
2180,congress,112
2181,congression,39
2182,congressman,42
2183,congressmen,1
2184,congresswoman,2
2185,conjunct,2
2186,conn,4
2187,connal,24
2188,connect,68
2189,connecticut,13
2190,connel,1
2191,connelli,1
2192,connett,1
2193,conni,7
2194,conniv,1
2195,connoli,1
2196,connolli,1
2197,connor,1
2198,conquer,1
2199,conqueror,3
2200,conquest,2
2201,conrad,6
2202,conscienc,3
2203,consciou,4
2204,conscious,2
2205,consecut,27
2206,consensu,9
2207,consent,2
2208,consequ,18
2209,consequenti,1
2210,conserv,19
2211,conservat,1
2212,conservationist,1
2213,consid,131
2214,consider,28
2215,consign,1
2216,consist,14
2217,consistu,1
2218,consol,8
2219,consolid,13
2220,consortium,7
2221,conspicu,2
2222,conspir,6
2223,conspiraci,18
2224,constant,10
2225,constantinescu,1
2226,constantli,10
2227,constern,1
2228,constitu,5
2229,constitut,105
2230,constrain,1
2231,constrict,1
2232,construct,30
2233,consul,10
2234,consular,3
2235,consult,20
2236,consum,5
2237,consumpt,1
2238,contact,38
2239,contain,46
2240,contamin,1
2241,contempl,4
2242,contemporari,2
2243,contempt,9
2244,contend,25
2245,content,20
2246,contenti,4
2247,contest,44
2248,context,10
2249,contin,6
2250,continent,1
2251,conting,4
2252,continu,230
2253,contort,1
2254,contra,1
2255,contract,26
2256,contractor,4
2257,contradict,6
2258,contrari,7
2259,contrast,5
2260,contribut,47
2261,contributor,5
2262,contrit,1
2263,contriv,1
2264,control,182
2265,controversi,34
2266,conven,8
2267,conveni,16
2268,convent,8
2269,converg,14
2270,convers,18
2271,convert,5
2272,convey,3
2273,convict,123
2274,convictsgetaway,1
2275,convinc,27
2276,convincingli,1
2277,convok,1
2278,convoy,14
2279,cooey,1
2280,cook,20
2281,cool,8
2282,cooler,2
2283,coon,1
2284,cooper,72
2285,coordin,27
2286,cop,2
2287,cope,9
2288,copi,19
2289,copper,2
2290,cord,1
2291,cordial,3
2292,cordillera,1
2293,cordon,10
2294,core,10
2295,corech,1
2296,coretta,1
2297,corey,2
2298,cori,3
2299,corina,4
2300,corn,2
2301,cornahaim,1
2302,cornaheim,1
2303,cornard,1
2304,corner,34
2305,cornerston,1
2306,cornett,2
2307,corni,1
2308,cornwal,1
2309,corollari,1
2310,coron,2
2311,corp,16
2312,corpor,15
2313,corps,13
2314,corpu,1
2315,corral,1
2316,correct,25
2317,correctli,5
2318,correl,4
2319,correspond,26
2320,corridor,2
2321,corros,3
2322,corrug,2
2323,corrupt,78
2324,corzin,13
2325,cosbi,1
2326,cosic,1
2327,cosmeniov,1
2328,cosminov,1
2329,cost,41
2330,costa,4
2331,costello,1
2332,costelow,1
2333,costli,5
2334,costliest,3
2335,cot,4
2336,coteri,1
2337,cotibua,1
2338,coton,1
2339,cotton,7
2340,couch,2
2341,coue,1
2342,coulibali,9
2343,council,43
2344,councilman,1
2345,counsel,24
2346,counselor,2
2347,count,80
2348,counter,22
2349,counterattack,4
2350,counterintellig,3
2351,counternarcot,1
2352,counterpart,5
2353,counterpunch,1
2354,counterrevolutionari,1
2355,counterterror,10
2356,counti,35
2357,countless,1
2358,countri,412
2359,countryman,7
2360,countrymen,8
2361,countrysid,15
2362,coup,44
2363,coupl,40
2364,courag,11
2365,courier,3
2366,cours,62
2367,court,193
2368,courtesi,1
2369,courthous,4
2370,courtland,1
2371,courtroom,7
2372,courtsid,2
2373,courtyard,6
2374,cousin,4
2375,coustunitza,1
2376,coven,1
2377,cover,68
2378,coverag,19
2379,coverdel,3
2380,covic,3
2381,cow,7
2382,coward,2
2383,cowardli,15
2384,cowboy,3
2385,cower,3
2386,cowl,1
2387,cp,1
2388,cpn,2
2389,crabbi,1
2390,crack,32
2391,crackdown,10
2392,crackl,2
2393,cradl,1
2394,craft,19
2395,crafti,2
2396,cragey,3
2397,craggi,1
2398,craig,13
2399,cram,3
2400,cramp,8
2401,crane,18
2402,cranni,1
2403,crap,1
2404,crash,85
2405,crater,6
2406,crave,2
2407,crawl,9
2408,crazi,7
2409,creak,1
2410,creaki,2
2411,cream,3
2412,creasingli,1
2413,creat,50
2414,creation,5
2415,creativ,2
2416,creator,1
2417,credenc,2
2418,credenti,16
2419,credibl,42
2420,credit,20
2421,creditor,4
2422,cree,1
2423,creed,2
2424,creek,1
2425,creep,5
2426,creepi,1
2427,cremat,4
2428,crematoria,1
2429,crematorium,1
2430,crept,6
2431,crescent,1
2432,crest,2
2433,crestfallen,1
2434,crevic,1
2435,crew,133
2436,crewman,4
2437,crewmemb,5
2438,crewmen,10
2439,cri,38
2440,crime,83
2441,crimin,105
2442,criminolog,1
2443,crippl,40
2444,crise,14
2445,crisi,54
2446,crisp,3
2447,cristo,1
2448,criteria,2
2449,critic,121
2450,croat,3
2451,croatia,14
2452,croatian,3
2453,croifl,1
2454,croni,18
2455,crook,7
2456,crop,3
2457,crosbi,5
2458,cross,47
2459,crosscourt,5
2460,crossfir,1
2461,crouch,12
2462,crous,1
2463,crow,1
2464,crowbar,6
2465,crowd,106
2466,crowley,10
2467,crown,8
2468,crucial,21
2469,crucifi,1
2470,crude,1
2471,crue,1
2472,cruel,3
2473,cruelti,3
2474,cruis,16
2475,cruiser,3
2476,cruman,1
2477,crumbl,21
2478,crumpl,3
2479,crusad,4
2480,crush,22
2481,crust,1
2482,crutch,6
2483,cruz,1
2484,crwrc,1
2485,cryptic,1
2486,crystal,2
2487,cuba,9
2488,cuban,3
2489,cue,1
2490,cuellar,6
2491,cuff,1
2492,cul,1
2493,culmin,8
2494,culpabl,1
2495,culprit,9
2496,cultiv,2
2497,cultur,12
2498,cummin,2
2499,cun,5
2500,cuomo,3
2501,cup,9
2502,cupboard,1
2503,curb,4
2504,curdl,1
2505,cure,1
2506,curfew,10
2507,curios,2
2508,curiou,9
2509,currenc,2
2510,current,52
2511,curriculum,4
2512,curs,4
2513,cursori,1
2514,curt,2
2515,curtail,4
2516,curtain,3
2517,curti,3
2518,curv,3
2519,cush,2
2520,cusp,1
2521,cussin,2
2522,custodi,21
2523,custodian,3
2524,custom,9
2525,customari,2
2526,cut,115
2527,cutback,1
2528,cutigua,1
2529,cutter,8
2530,cybercaf,1
2531,cybernet,1
2532,cycl,3
2533,cyclon,1
2534,cylind,1
2535,cylindr,1
2536,cynic,9
2537,cypru,1
2538,cyr,1
2539,czarist,2
2540,czech,14
2541,czechoslovakian,1
2542,da,3
2543,dad,11
2544,dada,1
2545,dade,2
2546,dadiv,1
2547,dae,5
2548,daewoo,5
2549,dagestan,3
2550,dagger,3
2551,daili,29
2552,daja,2
2553,dakota,19
2554,dakotan,1
2555,dakouri,1
2556,dalal,1
2557,dale,2
2558,daley,7
2559,dali,1
2560,dalla,37
2561,dalworthington,1
2562,dam,1
2563,damag,156
2564,damascu,2
2565,dame,1
2566,damir,3
2567,dammaj,1
2568,damor,1
2569,damp,1
2570,dampen,2
2571,dan,18
2572,dana,2
2573,danah,4
2574,danburi,1
2575,danc,11
2576,dancer,3
2577,dandelion,1
2578,dane,1
2579,danewich,1
2580,danforth,3
2581,danger,103
2582,dangl,2
2583,daniel,19
2584,daniela,6
2585,daniil,2
2586,danni,1
2587,danzig,4
2588,daoud,1
2589,dapist,1
2590,dar,5
2591,darden,1
2592,dare,15
2593,daren,7
2594,dark,29
2595,darken,3
2596,darl,1
2597,darn,1
2598,darrel,2
2599,dart,1
2600,darwinian,1
2601,daschl,11
2602,dash,4
2603,dashboard,1
2604,data,4
2605,date,32
2606,datelin,7
2607,daughter,55
2608,daunt,6
2609,dave,18
2610,davenport,44
2611,davi,4
2612,david,59
2613,davidian,2
2614,dawn,24
2615,day,476
2616,daybreak,3
2617,dayeb,1
2618,daylight,4
2619,dayton,9
2620,daytona,1
2621,daze,4
2622,dazesurvivor,1
2623,dc,7
2624,dd,1
2625,ddg,7
2626,de,1
2627,dea,1
2628,deactiv,2
2629,dead,165
2630,deadli,53
2631,deadliest,16
2632,deadlin,13
2633,deadlock,3
2634,deaf,1
2635,deal,98
2636,dealt,6
2637,dean,5
2638,dear,5
2639,dearborn,1
2640,dearli,3
2641,death,211
2642,debar,1
2643,debat,65
2644,debbi,5
2645,deborah,3
2646,debra,2
2647,debri,47
2648,debt,14
2649,debut,1
2650,dec,48
2651,decad,83
2652,decay,2
2653,deceas,8
2654,deceit,1
2655,decemb,79
2656,decent,2
2657,decentr,3
2658,decept,1
2659,decibel,1
2660,decid,103
2661,decidedli,1
2662,decis,174
2663,deck,44
2664,declar,99
2665,declassifi,1
2666,declin,48
2667,decod,2
2668,decompos,1
2669,decor,2
2670,decrat,2
2671,decre,2
2672,decri,3
2673,ded,1
2674,dedic,9
2675,dedinj,5
2676,dee,1
2677,deed,3
2678,deem,8
2679,deep,54
2680,deepen,5
2681,deeper,3
2682,deepest,1
2683,deepli,23
2684,defac,1
2685,default,3
2686,defeat,143
2687,defect,2
2688,defenc,3
2689,defend,121
2690,defens,155
2691,defenselink,3
2692,defer,2
2693,defi,6
2694,defianc,7
2695,defiant,6
2696,defiantli,2
2697,defici,1
2698,deficit,11
2699,defin,7
2700,definit,37
2701,deflat,1
2702,deflect,6
2703,defoli,1
2704,defolt,1
2705,deforest,10
2706,defraud,3
2707,defunct,2
2708,defus,3
2709,degr,1
2710,degrad,4
2711,degre,31
2712,dehuman,1
2713,dehydr,3
2714,del,11
2715,delawar,25
2716,delay,34
2717,deleg,10
2718,delhi,17
2719,deli,1
2720,deliber,15
2721,delic,7
2722,delici,1
2723,delight,5
2724,deliv,36
2725,deliveri,2
2726,dell,1
2727,delsaut,2
2728,delta,9
2729,delus,2
2730,delv,1
2731,demaci,1
2732,demagogu,2
2733,demand,75
2734,demarc,1
2735,demean,1
2736,demeanor,2
2737,dementieva,5
2738,demick,1
2739,demilitar,1
2740,demis,6
2741,democraci,83
2742,democrat,188
2743,democratich,1
2744,demograph,1
2745,demolish,5
2746,demolit,5
2747,demon,4
2748,demonstr,88
2749,demot,2
2750,demur,1
2751,demystifi,1
2752,dengu,1
2753,deni,95
2754,denial,5
2755,denigr,1
2756,denis,14
2757,denisa,3
2758,denn,1
2759,denni,8
2760,denomin,1
2761,denounc,13
2762,dens,4
2763,dent,2
2764,dental,1
2765,denver,21
2766,depart,180
2767,departur,20
2768,depend,34
2769,depict,1
2770,deplan,1
2771,deplet,2
2772,deplor,2
2773,deploy,22
2774,deport,3
2775,deportieren,1
2776,depos,7
2777,deposit,4
2778,depot,4
2779,depress,3
2780,depriv,1
2781,dept,1
2782,depth,13
2783,deputi,46
2784,dequia,2
2785,derail,1
2786,derelict,1
2787,deriv,3
2788,desai,1
2789,descend,18
2790,descent,9
2791,describ,80
2792,descript,8
2793,desegreg,1
2794,desert,35
2795,deserv,15
2796,deservedli,2
2797,design,38
2798,designe,1
2799,desir,16
2800,desist,3
2801,desk,6
2802,desol,1
2803,despair,6
2804,desper,39
2805,despic,12
2806,despis,3
2807,despit,116
2808,despot,1
2809,destabil,3
2810,destin,10
2811,destini,1
2812,destitut,1
2813,destroy,227
2814,destruct,27
2815,desvid,1
2816,detach,3
2817,detail,89
2818,detain,31
2819,detaine,2
2820,detect,14
2821,detector,1
2822,detent,10
2823,deter,15
2824,deterg,1
2825,deterior,11
2826,determin,104
2827,deterr,2
2828,detest,1
2829,deton,30
2830,detour,4
2831,detritu,1
2832,detroit,3
2833,deuc,12
2834,deutch,8
2835,deutsch,1
2836,devast,58
2837,devastatingli,1
2838,develop,97
2839,deviat,1
2840,devic,15
2841,devilish,1
2842,devis,1
2843,devot,15
2844,devour,2
2845,devoutli,1
2846,dewat,2
2847,dewin,2
2848,dhabi,4
2849,dhahran,12
2850,dharan,1
2851,dhingra,1
2852,dhrumal,1
2853,diabak,1
2854,diagnos,5
2855,diagnosi,1
2856,diagnost,1
2857,diagnostico,1
2858,diagram,1
2859,dialect,1
2860,diallo,2
2861,dialo,3
2862,dialogu,8
2863,diamet,3
2864,diamond,3
2865,dian,2
2866,diann,3
2867,diari,1
2868,diarrhea,3
2869,diaz,2
2870,dick,36
2871,dickinson,1
2872,dictablanda,1
2873,dictadura,1
2874,dictat,29
2875,dictatori,3
2876,dictatorship,10
2877,diction,4
2878,dictionari,1
2879,dictment,1
2880,die,192
2881,diego,5
2882,dienstbier,2
2883,diesel,2
2884,diet,3
2885,differ,107
2886,difficult,84
2887,difficulti,21
2888,diffus,1
2889,dig,49
2890,digest,1
2891,digger,3
2892,digit,4
2893,dignitari,5
2894,digniti,8
2895,dilapid,1
2896,dilemma,4
2897,dilfer,1
2898,dilig,1
2899,dilut,1
2900,dime,1
2901,dimens,2
2902,diminish,5
2903,diminut,1
2904,dimitr,1
2905,dimitri,2
2906,dimmer,1
2907,dina,1
2908,dinar,2
2909,dine,8
2910,dinghi,4
2911,dingi,1
2912,dinh,2
2913,dinkic,3
2914,dinner,10
2915,dioulo,1
2916,dip,2
2917,diplomaci,8
2918,diplomat,69
2919,diplospeak,4
2920,dire,1
2921,direct,75
2922,directli,40
2923,director,102
2924,directrelief,1
2925,diring,1
2926,dirksen,1
2927,dirt,35
2928,dirti,11
2929,dirtiest,1
2930,disabl,4
2931,disadvantag,1
2932,disaffect,1
2933,disagr,3
2934,disagre,8
2935,disappear,24
2936,disappoint,25
2937,disapprov,1
2938,disarm,1
2939,disarma,1
2940,disarray,2
2941,disassembl,1
2942,disast,76
2943,disastr,8
2944,disband,6
2945,disbar,4
2946,disbelief,5
2947,disc,1
2948,discard,2
2949,discharg,3
2950,disciplin,13
2951,disciplinari,6
2952,disclos,12
2953,disclosur,7
2954,discomfort,4
2955,discont,2
2956,discontinu,1
2957,discord,2
2958,discothequ,1
2959,discount,1
2960,discourag,7
2961,discov,37
2962,discoveri,12
2963,discovi,1
2964,discredit,10
2965,discreet,1
2966,discrep,4
2967,discret,4
2968,discrimin,2
2969,discuss,75
2970,disdain,4
2971,diseas,9
2972,disenfranchis,3
2973,disgaz,1
2974,disgrac,12
2975,disgruntl,5
2976,disguis,9
2977,disgust,1
2978,dish,1
2979,dishdasha,1
2980,dishearten,2
2981,dishonor,2
2982,disillus,2
2983,disinfect,5
2984,disinform,1
2985,disintegr,10
2986,dislik,1
2987,disloc,2
2988,dislodg,2
2989,dismal,1
2990,dismantl,8
2991,dismay,3
2992,dismemb,1
2993,dismiss,32
2994,disobedi,14
2995,disord,3
2996,disori,2
2997,dispar,4
2998,disparag,2
2999,dispatch,31
3000,dispel,2
3001,dispens,1
3002,dispers,13
3003,displac,2
3004,display,29
3005,displeas,1
3006,displeasur,1
3007,dispos,12
3008,disposit,1
3009,disprov,2
3010,disput,33
3011,disqualifi,6
3012,disquiet,1
3013,disregard,5
3014,disreput,1
3015,disrespect,2
3016,disrupt,9
3017,dissect,1
3018,dissemin,4
3019,dissent,5
3020,dissid,6
3021,dissip,1
3022,dissolv,12
3023,dissuas,1
3024,distanc,16
3025,distant,7
3026,distinct,7
3027,distinctli,1
3028,distinguish,7
3029,distort,6
3030,distract,8
3031,distraught,13
3032,distress,4
3033,distribut,26
3034,district,38
3035,distrust,1
3036,disturb,9
3037,disun,2
3038,ditch,5
3039,dive,21
3040,diver,67
3041,divers,8
3042,diversifi,1
3043,divert,8
3044,divid,33
3045,divis,26
3046,divorc,3
3047,divulg,4
3048,dixon,3
3049,dixvil,1
3050,dizzi,2
3051,djahouri,1
3052,djibouti,20
3053,djikal,1
3054,djila,1
3055,djindjic,17
3056,djukanov,3
3057,djuro,1
3058,dmitri,12
3059,dmon,1
3060,dna,5
3061,dnevnik,1
3062,do,1
3063,doan,1
3064,dobrica,1
3065,dochterman,1
3066,dock,42
3067,docksid,2
3068,doctor,52
3069,doctorswithoutbord,1
3070,doctrin,1
3071,document,44
3072,documentari,1
3073,dodg,1
3074,dodgi,3
3075,doer,1
3076,dog,32
3077,dogged,1
3078,doggedli,1
3079,doha,1
3080,dokic,9
3081,doll,1
3082,dollar,47
3083,dolphin,1
3084,domain,1
3085,dome,2
3086,domest,16
3087,domin,42
3088,dominican,1
3089,dominik,16
3090,dominikov,4
3091,dominion,2
3092,dominiqu,1
3093,domino,3
3094,don,2
3095,donald,35
3096,donaldson,2
3097,donat,19
3098,done,109
3099,dong,1
3100,donkey,1
3101,donna,2
3102,donnel,3
3103,donor,11
3104,dooda,1
3105,doom,9
3106,door,55
3107,doorway,2
3108,dopher,1
3109,dora,1
3110,dorcol,1
3111,doreen,1
3112,dori,1
3113,dormitori,1
3114,dorothi,3
3115,dose,1
3116,dostoyevski,1
3117,dot,3
3118,doubl,46
3119,doubt,52
3120,doudou,1
3121,doug,1
3122,dougal,9
3123,dougherti,2
3124,dougla,1
3125,dour,2
3126,dove,1
3127,dover,24
3128,down,4
3129,downbeat,1
3130,downfal,19
3131,downplay,3
3132,downpour,1
3133,downstair,2
3134,downtown,29
3135,dows,1
3136,doyal,1
3137,doze,1
3138,dozen,114
3139,dozo,1
3140,dpko,1
3141,dpmo,2
3142,dr,8
3143,draconian,2
3144,draft,16
3145,drag,15
3146,dragan,6
3147,dragana,1
3148,dragesa,1
3149,dragisha,1
3150,dragoljub,8
3151,dragomir,2
3152,dragon,2
3153,drain,8
3154,drama,13
3155,draman,15
3156,dramat,33
3157,drape,18
3158,draper,2
3159,draskov,4
3160,drastic,1
3161,draw,48
3162,drawn,17
3163,dread,1
3164,dream,20
3165,dress,24
3166,dresser,1
3167,drew,23
3168,drexel,1
3169,dri,17
3170,drift,3
3171,drill,8
3172,drink,13
3173,drip,1
3174,drissa,3
3175,drive,65
3176,driven,17
3177,driver,24
3178,driveway,1
3179,drizzl,1
3180,drizzli,1
3181,drop,52
3182,drought,2
3183,drove,22
3184,drown,6
3185,drub,1
3186,drudg,1
3187,drug,41
3188,drugli,1
3189,drum,1
3190,drumbeat,2
3191,drummer,2
3192,drunk,3
3193,drunken,1
3194,drydock,1
3195,dtic,2
3196,dual,1
3197,duan,1
3198,dub,3
3199,dubai,5
3200,dubiou,1
3201,duboc,1
3202,duc,7
3203,duck,4
3204,duct,6
3205,dudley,12
3206,due,38
3207,duel,3
3208,duffel,2
3209,duffi,4
3210,duffl,1
3211,dug,22
3212,duglon,1
3213,duguid,2
3214,duke,1
3215,dull,1
3216,duluth,1
3217,duma,1
3218,dump,12
3219,duo,1
3220,duopoli,1
3221,dupe,1
3222,duplic,1
3223,durango,2
3224,duress,1
3225,dusan,1
3226,dusk,2
3227,dust,13
3228,dusti,11
3229,dutch,3
3230,duti,27
3231,duval,1
3232,dwarf,1
3233,dwell,2
3234,dweller,3
3235,dwight,2
3236,dwindl,11
3237,dwyer,1
3238,dy,5
3239,dye,2
3240,dygalo,2
3241,dynam,4
3242,dynamit,8
3243,dynasti,1
3244,dysfunct,1
3245,eager,18
3246,eagl,1
3247,eagleton,1
3248,eaker,1
3249,eant,1
3250,ear,7
3251,eardrum,2
3252,earli,181
3253,earlier,188
3254,earliest,7
3255,earmark,8
3256,earn,23
3257,earnest,5
3258,earshot,1
3259,earth,29
3260,earthmov,3
3261,earthquak,111
3262,eas,27
3263,easi,34
3264,easier,12
3265,easiest,2
3266,easili,25
3267,easley,1
3268,east,128
3269,eastern,40
3270,eat,15
3271,eaten,3
3272,eavesdrop,1
3273,eb,3
3274,ebb,5
3275,ebri,1
3276,eccel,1
3277,echeverria,1
3278,echo,28
3279,eclips,2
